candidate_id,name,slug,domain,source,source_url,source_id,type_guess,status_guess,hei_existing_check,decision,notes,generated_at
hei_unadded_0001,02x6,02x6,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,02x6,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0002,1,1,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,1,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0003,123456-exchange,123456-exchange,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,123456-exchange,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0004,1776.MEME,1776-meme,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,1776.meme,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Launchpad; chains=Ethereum,2026-06-11T02:37:49.704Z
hei_unadded_0005,1inch Liquidity Protocol,1inch-liquidity-protocol,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,1inch-liquidity-protocol,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0006,1inch Liquidity Protocol (BSC),1inch-liquidity-protocol-bsc,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,1inch-liquidity-protocol-bsc,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0007,2THICK,2thick,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,2thick,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Sonic,2026-06-11T02:37:49.704Z
hei_unadded_0008,365 stream,365-stream,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,365-stream,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0009,3XBIT,3xbit,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,3xbit,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0010,3xcalibur,3xcalibur,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,3xcalibur,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Arbitrum,2026-06-11T02:37:49.704Z
hei_unadded_0011,4swap,4swap,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,4swap,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0012,ABCC,abcc,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,abcc,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0013,ABcDeFX,abcdefx,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,abcdefx,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Kava|KCC|Fantom,2026-06-11T02:37:49.704Z
hei_unadded_0014,ABIT,abit,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,abit,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0015,Aborean AMM,aborean-amm,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,aborean-amm,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Abstract,2026-06-11T02:37:49.704Z
hei_unadded_0016,Aborean CL,aborean-cl,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,aborean-cl,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Abstract,2026-06-11T02:37:49.704Z
hei_unadded_0017,Aborean Finance V3,aborean-finance-v3,app.aborean.finance,coingecko_exchanges,https://api.coingecko.com/api/v3/exchanges?per_page=250&page=2,aborean-finance-v3,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinGecko trust_score_rank=346,2026-06-11T02:37:49.704Z
hei_unadded_0018,Aequinox,aequinox,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,aequinox,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=BSC,2026-06-11T02:37:49.704Z
hei_unadded_0019,AethonSwap,aethonswap,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,aethonswap,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Monad,2026-06-11T02:37:49.704Z
hei_unadded_0020,AfroDex,afrodex,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,afrodex,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0021,AjuBit,ajubit,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,ajubit,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0022,Aktionariat,aktionariat,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,aktionariat,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=RWA; chains=Ethereum|OP Mainnet|Polygon,2026-06-11T02:37:49.704Z
hei_unadded_0023,Aldrin,aldrin,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,aldrin,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Solana,2026-06-11T02:37:49.704Z
hei_unadded_0024,Alien Base V2,alien-base-v2,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,alien-base-v2,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Base,2026-06-11T02:37:49.704Z
hei_unadded_0025,Alien Base V3,alien-base-v3,app.alienbase.xyz,coingecko_exchanges,https://api.coingecko.com/api/v3/exchanges?per_page=250&page=2,alien-base-v3,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinGecko trust_score_rank=347,2026-06-11T02:37:49.704Z
hei_unadded_0026,AlienFi,alienfi,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,alienfi,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Arbitrum,2026-06-11T02:37:49.704Z
hei_unadded_0027,Alita Finance,alita-finance,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,alita-finance,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=BSC,2026-06-11T02:37:49.704Z
hei_unadded_0028,Allbridge Classic,allbridge-classic,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,allbridge-classic,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Bridge; chains=BSC|Ethereum|Heco|Stellar|Avalanche|Polygon|Solana|Celo|Fantom|Kaia|Aurora|Near|Terra Classic|Tezos|Harmony|Waves|Fuse|Stacks,2026-06-11T02:37:49.704Z
hei_unadded_0029,ALP.COM,btc-alpha,alp.com,coingecko_exchanges,https://api.coingecko.com/api/v3/exchanges?per_page=250&page=1,btc_alpha,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinGecko trust_score_rank=155,2026-06-11T02:37:49.704Z
hei_unadded_0030,alpaca,alpaca,,ccxt_supported_exchanges,https://raw.githubusercontent.com/ccxt/ccxt/master/js/ccxt.js,alpaca,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,Imported from CCXT generated exchange list.,2026-06-11T02:37:49.704Z
hei_unadded_0031,Alpha Arcade,alpha-arcade,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,alpha-arcade,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Prediction Market; chains=Algorand,2026-06-11T02:37:49.704Z
hei_unadded_0032,AlphaEX,alphaex,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,alphaex,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0033,AlphaQ,alphaq,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,alphaq,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Solana,2026-06-11T02:37:49.704Z
hei_unadded_0034,AlphaSec Spot,alphasec-spot,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,alphasec-spot,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=AlphaSec,2026-06-11T02:37:49.704Z
hei_unadded_0035,AlphaX,alphax-spot,alphax.com,coingecko_exchanges,https://api.coingecko.com/api/v3/exchanges?per_page=250&page=1,alphax-spot,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinGecko trust_score_rank=193,2026-06-11T02:37:49.704Z
hei_unadded_0036,Alphix,alphix,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,alphix,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Base|Arbitrum,2026-06-11T02:37:49.704Z
hei_unadded_0037,Alt Fun,alt-fun,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,alt-fun,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Launchpad; chains=Hyperliquid L1,2026-06-11T02:37:49.704Z
hei_unadded_0038,Altcoin Trader,altcoin-trader,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,altcoin-trader,cex_or_exchange_like,inactive_or_dead,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=false,2026-06-11T02:37:49.704Z
hei_unadded_0039,Alterdice,alterdice,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,alterdice,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0040,Alteumx,alteumx,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,alteumx,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0041,Althea DEX,althea-dex,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,althea-dex,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Althea,2026-06-11T02:37:49.704Z
hei_unadded_0042,AltMarkets,altmarkets,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,altmarkets,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0043,AltQuick.com,altquickcom,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,altquickcom,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0044,Amanpuri,amanpuri,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,amanpuri,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0045,Amaterasu Finance,amaterasu,app.amaterasu.fi,coingecko_exchanges,https://api.coingecko.com/api/v3/exchanges?per_page=250&page=4,amaterasu,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinGecko trust_score_rank=941,2026-06-11T02:37:49.704Z
hei_unadded_0046,Ambient,ambient,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,ambient,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0047,Amigo,amigo,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,amigo,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=SoFi; chains=Abstract,2026-06-11T02:37:49.704Z
hei_unadded_0048,Amoveo,amoveo,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,amoveo,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0049,Amped Finance,amped-finance,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,amped-finance,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Derivatives; chains=LightLink|BSC|Sonic|Berachain|Base|Superseed,2026-06-11T02:37:49.704Z
hei_unadded_0050,Ampleswap,ampleswap,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,ampleswap,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0051,Amsterdex,amsterdex,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,amsterdex,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0052,Angstrom,angstrom,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,angstrom,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Ethereum,2026-06-11T02:37:49.704Z
hei_unadded_0053,Anome,anome,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,anome,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=NFT Marketplace; chains=BSC,2026-06-11T02:37:49.704Z
hei_unadded_0054,AnonEx,anonex,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,anonex,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0055,Antfarm (Ethereum),antfarm-ethereum,app.antfarm.finance,coingecko_exchanges,https://api.coingecko.com/api/v3/exchanges?per_page=250&page=4,antfarm-ethereum,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinGecko trust_score_rank=888,2026-06-11T02:37:49.704Z
hei_unadded_0056,Anycoin Direct,anycoin-direct,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,anycoin-direct,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0057,AOFEX,aofex,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,aofex,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0058,Ape Church,ape-church,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,ape-church,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Luck Games; chains=ApeChain,2026-06-11T02:37:49.704Z
hei_unadded_0059,Ape Jupiter,ape-jupiter,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,ape-jupiter,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Launchpad; chains=Solana,2026-06-11T02:37:49.704Z
hei_unadded_0060,Ape.Store,ape-store,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,ape.store,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Launchpad; chains=Base|Ethereum,2026-06-11T02:37:49.704Z
hei_unadded_0061,ApertureSwap,apertureswap,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,apertureswap,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0062,ApertureSwap,apertureswap,app.aperture.finance,coingecko_exchanges,https://api.coingecko.com/api/v3/exchanges?per_page=250&page=3,apertureswap,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinGecko trust_score_rank=632,2026-06-11T02:37:49.704Z
hei_unadded_0063,apex,apex,,ccxt_supported_exchanges,https://raw.githubusercontent.com/ccxt/ccxt/master/js/ccxt.js,apex,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,Imported from CCXT generated exchange list.,2026-06-11T02:37:49.704Z
hei_unadded_0064,Apex DeFi,apex-defi,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,apex-defi,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Avalanche|Base|Ethereum,2026-06-11T02:37:49.704Z
hei_unadded_0065,Aphelion,aphelion,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,aphelion,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0066,AquaSpace V3,aquaspace-v3,pumpspace.io,coingecko_exchanges,https://api.coingecko.com/api/v3/exchanges?per_page=250&page=2,aquaspace-v3,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinGecko trust_score_rank=303,2026-06-11T02:37:49.704Z
hei_unadded_0067,Aquifer,aquifer,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,aquifer,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Solana,2026-06-11T02:37:49.704Z
hei_unadded_0068,AraguaneyBits,araguaneybits,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,araguaneybits,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
hei_unadded_0069,Arbidex,arbidex,arbidex.fi,coingecko_exchanges,https://api.coingecko.com/api/v3/exchanges?per_page=250&page=4,arbidex,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinGecko trust_score_rank=887,2026-06-11T02:37:49.704Z
hei_unadded_0070,Arbitrum Exchange V2,arbitrum-exchange-v2,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,arbitrum-exchange-v2,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Arbitrum,2026-06-11T02:37:49.704Z
hei_unadded_0071,Arbitrum Exchange V3,arbitrum-exchange-v3,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,arbitrum-exchange-v3,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Arbitrum,2026-06-11T02:37:49.704Z
hei_unadded_0072,Arch Swap,arch-swap,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,arch-swap,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Botanix,2026-06-11T02:37:49.704Z
hei_unadded_0073,Archly V1,archly-v1,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,archly-v1,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Telos,2026-06-11T02:37:49.704Z
hei_unadded_0074,Archly V2,archly-v2,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,archly-v2,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Arbitrum Nova|Arbitrum|Avalanche|Base|BSC|Cronos|Fantom|Kava|Mantle|Metis|Neon|OP Mainnet|Polygon|Telos|Blast|Fraxtal|Filecoin|Mode|Zora|ZKsync Era|Ethereum|Sonic,2026-06-11T02:37:49.704Z
hei_unadded_0075,Arena DEX,arena-dex,arena.trade,coingecko_exchanges,https://api.coingecko.com/api/v3/exchanges?per_page=250&page=3,arena-dex,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinGecko trust_score_rank=727,2026-06-11T02:37:49.704Z
hei_unadded_0076,Arena DEX,arena-dex,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,arena-dex,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Dexs; chains=Avalanche,2026-06-11T02:37:49.704Z
hei_unadded_0077,Arena Launch,arena-launch,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,arena-launch,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=Launchpad; chains=Avalanche,2026-06-11T02:37:49.704Z
hei_unadded_0078,Arena SocialFi,arena-socialfi,,defillama_dexs,https://api.llama.fi/overview/dexs?excludeTotalDataChart=true&excludeTotalDataChartBreakdown=true&dataType=dailyVolume,arena-socialfi,dex_or_protocol,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,DefiLlama category=SoFi; chains=Avalanche,2026-06-11T02:37:49.704Z
hei_unadded_0079,arkham,arkham,,ccxt_supported_exchanges,https://raw.githubusercontent.com/ccxt/ccxt/master/js/ccxt.js,arkham,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,Imported from CCXT generated exchange list.,2026-06-11T02:37:49.704Z
hei_unadded_0080,ArowEx,arowex,,coinpaprika_exchanges,https://api.coinpaprika.com/v1/exchanges,arowex,cex_or_exchange_like,active_or_unknown,not_found_by_name_slug_domain_in_repo_data,candidate_needs_evidence_review,CoinPaprika rank=; active=true,2026-06-11T02:37:49.704Z
